service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5073172,7/20/2018 12:40,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"7108 CREEK STONE BLVD , HOLLOW CREEK, KY, 40228",23,CLOSED,38.15146113,-85.62732895
5094819,7/20/2018 12:41,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"7108 CREEK STONE BLVD , HOLLOW CREEK, KY, 40228",23,CLOSED,38.15146113,-85.62732895
5094822,7/20/2018 12:42,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"341 MOCKINGBIRD VALLEY RD , LOUISVILLE, KY, 40207",9,OPEN,38.26628067,-85.67777634
5094825,7/20/2018 12:43,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM," DIXIE HWY , LOUISVILLE, KY, 40272",14,CLOSED,38.09206997,-85.87595407
5094827,7/20/2018 12:46,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," LOUIS COLEMAN JR DR , LOUISVILLE, KY, 40211",1,CLOSED,38.22827009,-85.81212564
5094829,7/20/2018 12:48,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," CURTIS AVE , LOUISVILLE, KY, 40213",10,OPEN,38.19365551,-85.71960713
5094830,7/20/2018 12:48,,UNKNOWN,TRAF SIG TIMING,"TRAFFIC SIGNAL TIMING, DELAY, ADJUST, TRSGR, TIMNG",PUBLIC WORKS - TRAFFIC ENG," ORMSBY LN ,  , KY, 40222",7,CLOSED,38.27432631,-85.60869537
5094836,7/20/2018 12:51,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1002 OAKWOOD AVE , LOUISVILLE, KY, 40215",21,OPEN,38.17727569,-85.77805865
5094837,7/20/2018 12:53,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"1236 S 6TH ST , LOUISVILLE, KY, 40203",6,CLOSED,38.23399078,-85.76462413
5094841,7/20/2018 12:54,,UNKNOWN,RAT BAITING,"RATS, PRIVATE PROPERTY ONLY",IPL-PROPERTY MAINTENANCE DIV.,"801 E MARKET ST , LOUISVILLE, KY, 40206",4,CLOSED,38.25349663,-85.73783343
5094842,7/20/2018 12:54,,UNKNOWN,TRAFFIC CONCERN,"TRAFFIC CONCERN, SPEED, ILLEGAL PARKING OUTSIDE PARC AREAS, ILLPK, TRAFC",METRO POLICE DEPARTMENT,"6007 LORETTA ST , LOUISVILLE, KY, 40213",21,CLOSED,38.16261581,-85.70939488
5094843,7/20/2018 12:54,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS,"1335 MORGAN AVE , LOUISVILLE, KY, 40213",10,OPEN,38.19550858,-85.72298718
5094846,7/20/2018 12:55,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"626 S 43RD ST , LOUISVILLE, KY, 40211",5,OPEN,38.25470229,-85.8235414
5094844,7/20/2018 12:55,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"2861 KLONDIKE LN , LOUISVILLE, KY, 40218",26,CLOSED,38.20327365,-85.63912788
5094851,7/20/2018 12:59,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM,"4007 HENDERSON AVE , LOUISVILLE, KY, 40213",10,OPEN,38.19647669,-85.72526886
5094854,7/20/2018 13:02,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"628 E OAK ST 1, LOUISVILLE, KY, 40203",4,OPEN,38.23367126,-85.74423447
5094856,7/20/2018 13:03,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1422 S 7TH ST , LOUISVILLE, KY, 40208",6,CLOSED,38.22876395,-85.76825447
5094862,7/20/2018 13:03,,UNKNOWN,HEALTH CONCERNS,"HEALTH CONCERNS, HELTH",HEALTH DEPT - ENVIR. HEALTH,"7207 FEGENBUSH LN , LOUISVILLE, KY, 40228",23,CLOSED,38.14543386,-85.62678359
5094855,7/20/2018 13:03,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1422 S 7TH ST , LOUISVILLE, KY, 40208",6,CLOSED,38.22876395,-85.76825447
5089466,7/20/2018 13:04,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2410 W MADISON ST , LOUISVILLE, KY, 40211",5,OPEN,38.25368258,-85.79230568
5094857,7/20/2018 13:04,,UNKNOWN,NGARBAGE DAY,GARBAGE DAY,N-PICKUP DAYS,"653 S 41ST ST , LOUISVILLE, KY, 40211",5,CLOSED,38.25255397,-85.81930151
5094859,7/20/2018 13:04,,UNKNOWN,NSWMS OTHER,SWMS OTHER,NON SERVICE SWMS,"118 N EWING AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.25464669,-85.7005519
5070975,7/20/2018 13:05,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",COMMUNITY FORESTRY ARBORIST,"1801 TYLER PKY , LOUISVILLE, KY, 40204",8,CLOSED,38.23272759,-85.71445235
5088663,7/20/2018 13:06,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"3520 VERMONT AVE , LOUISVILLE, KY, 40211",5,CLOSED,38.255661,-85.81001336
5094864,7/20/2018 13:07,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"3520 VERMONT AVE , LOUISVILLE, KY, 40211",5,CLOSED,38.255661,-85.81001336
5094865,7/20/2018 13:08,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2914 AVON RD , LOUISVILLE, KY, 40220",26,CLOSED,38.22230473,-85.64105484
5075201,7/20/2018 13:12,,UNKNOWN,EASEMENT OTHER,"EASEMENT, OBSTRUCTION, ROWOB",PUBLIC WORKS INSPECTION GROUP,"3413 PENWAY AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.22396708,-85.81374034
5094868,7/20/2018 13:12,,UNKNOWN,GARBAGE VIOLATIO,"GARBAGE VIOLATION, GARBV, SWMS",SWMS - ENFORCEMENT UNIT,"1217 WELLER AVE , LOUISVILLE, KY, 40208",6,CLOSED,38.21077942,-85.77571748
5094866,7/20/2018 13:12,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"1830 GREENWOOD AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.24079922,-85.78710125
5094870,7/20/2018 13:13,,UNKNOWN,ROAD CONSTRUCT,"ROAD CONSTRUCT, CONSTRUCTION, GENERAL,  CLOSED, CLOSURE, ROADC",PUBLIC WORKS INSPECTION GROUP,"9708 MASON LN , LOUISVILLE, KY, 40118",13,CLOSED,38.10803505,-85.76635079
5094872,7/20/2018 13:13,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"7204 CHURCHILL PARK DR , LOUISVILLE, KY, 40220",26,CLOSED,38.21467237,-85.6253212
5094873,7/20/2018 13:14,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"3413 PENWAY AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.22396708,-85.81374034
5094875,7/20/2018 13:15,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"14003 OLD STATION RD 103, LOUISVILLE, KY, 40245",19,CLOSED,38.24740128,-85.49705236
5104658,7/20/2018 13:15,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"14003 OLD STATION RD 103, LOUISVILLE, KY, 40245",19,OPEN,38.24740128,-85.49705236
5094877,7/20/2018 13:17,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"316 WINTON AVE , LOUISVILLE, KY, 40206",9,OPEN,38.26346627,-85.6828867
5094876,7/20/2018 13:17,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"14003 OLD STATION RD 103, LOUISVILLE, KY, 40245",19,CLOSED,38.24740128,-85.49705236
5065224,7/20/2018 13:18,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"926 W WHITNEY AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.19362335,-85.77629695
5094879,7/20/2018 13:19,,UNKNOWN,SPEED HUMPS,"SPEED HUMPS, SPHMP",PUBLIC WORKS - TRAFFIC ENG,"1913 WOODBOURNE AVE , LOUISVILLE, KY, 40205",8,OPEN,38.22336199,-85.69198978
5094878,7/20/2018 13:19,,UNKNOWN,NPRIVATE BUSINES,PRIVATE BUSINESS,N-MISCELLANEOUS,"926 W WHITNEY AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.19362335,-85.77629695
5083451,7/20/2018 13:21,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"417 CANNONS LN , LOUISVILLE, KY, 40206",9,OPEN,38.24868632,-85.66593103
5094881,7/20/2018 13:21,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"4533 PICADILLY AVE , LOUISVILLE, KY, 40215",21,CLOSED,38.18411857,-85.77751703
5094884,7/20/2018 13:22,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2916 EDMONIA AVE , LOUISVILLE, KY, 40220",26,CLOSED,38.22286945,-85.62351292
5094885,7/20/2018 13:22,,UNKNOWN,UTILITY CONCERNS,"UTILITY CONCERNS, UTIL",PUBLIC WORKS INSPECTION GROUP,"7032 SOUTHSIDE DR , LOUISVILLE, KY, 40214",21,OPEN,38.15464802,-85.7656428
5094886,7/20/2018 13:23,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"3715 CHAUNCEY AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.23190201,-85.81738604
5093031,7/20/2018 13:27,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"1627 W OAK ST , LOUISVILLE, KY, 40210",6,CLOSED,38.23722792,-85.7821612
5094888,7/20/2018 13:28,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"3208 SUMMERFIELD DR , LOUISVILLE, KY, 40220",11,CLOSED,38.20242227,-85.61257068
5092994,7/20/2018 13:29,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1624 HALE AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.23753227,-85.78199004
5094889,7/20/2018 13:29,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"3705 GREENWOOD AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.2438889,-85.81522095
5094890,7/20/2018 13:29,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - ELEC MAINT," ASHBOTTOM RD , LOUISVILLE, KY, 40213",13,OPEN,38.15843556,-85.73128496
5094891,7/20/2018 13:31,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"3118 DUMESNIL ST , LOUISVILLE, KY, 40211",1,CLOSED,38.23710826,-85.80678049
5094895,7/20/2018 13:32,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1404 S 28TH ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2338068,-85.80102374
5094896,7/20/2018 13:33,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2701 W CHESTNUT ST , LOUISVILLE, KY, 40211",5,CLOSED,38.25342712,-85.79604782
5094899,7/20/2018 13:35,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"3501 BELLS LN , LOUISVILLE, KY, 40211",1,OPEN,38.22160308,-85.81471646
5094901,7/20/2018 13:36,,UNKNOWN,APZ CURB RAMP,"APZ CURB RAMP, CURB CUT",PUBLIC WORKS INSPECTION GROUP," MURRAY AVE , LOUISVILLE, KY, 40205",8,OPEN,38.22985791,-85.7032492
5094902,7/20/2018 13:38,,UNKNOWN,STREET RESURFACE,"STREET RESURFACE, PAVE, PAVING",Public Works Engineering Div.,"2707 KLONDIKE LN , LOUISVILLE, KY, 40218",10,CLOSED,38.19938423,-85.64378659
5094905,7/20/2018 13:38,,UNKNOWN,BEDBUGS HEALTH,"BEDBUGS, HEALTH DEPT. BEDBG",HEALTH DEPT - ENVIR. HEALTH,"5000 SHELBYVILLE RD , ST MATTHEWS, KY, 40207",26,CLOSED,38.24790368,-85.62338039
5086755,7/20/2018 13:41,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT," LAMBORNE BLVD , LOUISVILLE, KY, 40272",14,CLOSED,38.11255484,-85.80490735
5088221,7/20/2018 13:42,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"3602 WESTMEADOW CT , LOUISVILLE, KY, 40258",12,CLOSED,38.15233989,-85.82704446
5094910,7/20/2018 13:42,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1411 SALE AVE , LOUISVILLE, KY, 40215",15,OPEN,38.19785518,-85.78720574
5094911,7/20/2018 13:42,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4012 TAYLOR BLVD , LOUISVILLE, KY, 40215",15,CLOSED,38.18561097,-85.78434058
5094912,7/20/2018 13:44,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"825 FORREST ST , LOUISVILLE, KY, 40217",10,CLOSED,38.22187624,-85.74225123
5094913,7/20/2018 13:44,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," ANNA LN , LOUISVILLE, KY, 40216",15,CLOSED,38.18085137,-85.80099685
5088629,7/20/2018 13:45,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"529 N 42ND ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2724984,-85.81458705
5094920,7/20/2018 13:46,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," DELOR AVE , LOUISVILLE, KY, 40217",10,CLOSED,38.21709597,-85.73850226
5094921,7/20/2018 13:46,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," LYDIA ST , LOUISVILLE, KY, 40217",10,CLOSED,38.22073358,-85.73318561
5094919,7/20/2018 13:46,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"7719 JONQUIL DR , LOUISVILLE, KY, 40258",14,CLOSED,38.14153025,-85.86296259
5094922,7/20/2018 13:47,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," SPRATT ST , LOUISVILLE, KY, 40204",10,CLOSED,38.22966828,-85.73276091
5094923,7/20/2018 13:48,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," VINE ST , LOUISVILLE, KY, 40204",4,CLOSED,38.23942392,-85.732799
5094924,7/20/2018 13:48,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," VINE ST , LOUISVILLE, KY, 40204",4,CLOSED,38.23570919,-85.72991148
5094934,7/20/2018 13:49,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"1018 ELLISON AVE , LOUISVILLE, KY, 40204",10,CLOSED,38.23026241,-85.73416137
5094925,7/20/2018 13:49,,UNKNOWN,METRO OWNED PROP,"MAINTENANCE OF METRO PROPERTIES, NOT GOVERNMENT BUILDINGS, MTOWN",IPL - VACANT PROPERTY CLEANING,"2025 S PRESTON ST , LOUISVILLE, KY, 40217",15,CLOSED,38.2190415,-85.74700749
5094926,7/20/2018 13:49,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1401 CATALPA ST , LOUISVILLE, KY, 40211",1,CLOSED,38.23398151,-85.80172386
5094927,7/20/2018 13:50,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"7201 OUTER LOOP , LOUISVILLE, KY, 40228",23,CLOSED,38.13806728,-85.6296485
5094928,7/20/2018 13:50,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," CEDAR SPRINGS BLVD , LOUISVILLE, KY, 40291",22,CLOSED,38.1451938,-85.5849643
5094929,7/20/2018 13:50,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"3319 ELLIS WAY , LOUISVILLE, KY, 40220",26,CLOSED,38.21445481,-85.6390562
5094931,7/20/2018 13:50,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"3319 ELLIS WAY , LOUISVILLE, KY, 40220",26,CLOSED,38.21445481,-85.6390562
5094932,7/20/2018 13:51,,UNKNOWN,METRO OWNED PROP,"MAINTENANCE OF METRO PROPERTIES, NOT GOVERNMENT BUILDINGS, MTOWN",IPL - VACANT PROPERTY CLEANING,"2041 S PRESTON ST , LOUISVILLE, KY, 40217",15,CLOSED,38.21866977,-85.74665519
5094933,7/20/2018 13:52,,UNKNOWN,TRAFFIC CONCERN,"TRAFFIC CONCERN, SPEED, ILLEGAL PARKING OUTSIDE PARC AREAS, ILLPK, TRAFC",METRO POLICE DEPARTMENT," POPPY AVE , LOUISVILLE, KY, 40216",1,CLOSED,38.19607252,-85.83510419
5094935,7/20/2018 13:54,,UNKNOWN,GRAFFITI,"GRAFFITI NOT ON PRIVATE PROPERTY, GRFTI",PUBLIC WORKS - ELEC MAINT,"120 W MARKET ST , LOUISVILLE, KY, 40202",4,OPEN,38.2544492,-85.75288159
5094937,7/20/2018 13:55,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"4001 FAIRFIELD MEADOWS DR , LOUISVILLE, KY, 40245",17,CLOSED,38.2941423,-85.48958286
5094941,7/20/2018 13:57,,UNKNOWN,NSWMS OTHER,SWMS OTHER,NON SERVICE SWMS,"221 INVERNESS AVE , LOUISVILLE, KY, 40214",21,CLOSED,38.16738354,-85.76687536
5094943,7/20/2018 14:00,,UNKNOWN,STRAY ANIMAL,"STRAY ANIMAL, LOOSE, ANIMS",ANIMAL SERVICES,"14212 TROON DR , LOUISVILLE, KY, 40245",20,CLOSED,38.23707159,-85.49688896
5094944,7/20/2018 14:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1404 CHRISTY AVE , LOUISVILLE, KY, 40204",8,CLOSED,38.24041087,-85.7286997
5094942,7/20/2018 14:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"1467 BLAND ST , LOUISVILLE, KY, 40217",4,CLOSED,38.22550128,-85.7433388
5080519,7/20/2018 14:04,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"921 S 40TH ST , LOUISVILLE, KY, 40211",5,OPEN,38.24555898,-85.81806732
5094946,7/20/2018 14:05,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM,"3954 CANE RUN RD , LOUISVILLE, KY, 40211",1,CLOSED,38.20962414,-85.82445185
5094948,7/20/2018 14:07,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"434 AMY AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.25829419,-85.81375506
5094951,7/20/2018 14:16,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1104 CENTRAL AVE , LOUISVILLE, KY, 40208",6,CLOSED,38.20668467,-85.77696807
5094953,7/20/2018 14:18,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"540 CAMP ST , LOUISVILLE, KY, 40203",4,CLOSED,38.23136835,-85.74606378
5094956,7/20/2018 14:21,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"537 CAMP ST , LOUISVILLE, KY, 40203",4,CLOSED,38.231737,-85.74622805
5094957,7/20/2018 14:22,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"2218 WILSON AVE , LOUISVILLE, KY, 40210",6,OPEN,38.23482056,-85.79270606
5094959,7/20/2018 14:23,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"814 E WASHINGTON ST , LOUISVILLE, KY, 40206",4,CLOSED,38.25508806,-85.73686993
5094928,7/20/2018 14:24,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," CEDAR SPRINGS BLVD , LOUISVILLE, KY, 40291",22,CLOSED,38.1451938,-85.5849643
5094960,7/20/2018 14:24,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"600 E OAK ST , LOUISVILLE, KY, 40203",4,CLOSED,38.23361345,-85.74553202
5094928,7/20/2018 14:25,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," CEDAR SPRINGS BLVD , LOUISVILLE, KY, 40291",22,CLOSED,38.1451938,-85.5849643
5094961,7/20/2018 14:25,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"512 W WHITNEY AVE , LOUISVILLE, KY, 40215",15,OPEN,38.1937355,-85.76917576
5094963,7/20/2018 14:32,,UNKNOWN,ACCESS PARK ZONE,"ACCESSIBLE PARKING ZONE, PERMIT, APZ",PUBLIC WORKS ADMINISTRATION,"1042 BLUEGRASS AVE , LOUISVILLE, KY, 40215",21,OPEN,38.17960143,-85.78102669
5094964,7/20/2018 14:33,,UNKNOWN,ILLEGAL PARKING,"ILLEGAL PARKING IN PARC AREAS ONLY, ILLPK",PARKING AUTHORITY OF RIVER CTY,"2919 W MAIN ST , LOUISVILLE, KY, 40212",5,CLOSED,38.26170976,-85.80002093
5094965,7/20/2018 14:34,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," BRUSH RUN RD , LOUISVILLE, KY, 40299",20,CLOSED,38.12842535,-85.50676161
5094969,7/20/2018 14:37,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"115 STOLL AVE , LOUISVILLE, KY, 40206",9,OPEN,38.25438471,-85.71494132
5094972,7/20/2018 14:38,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"2508 GRAND AVE , LOUISVILLE, KY, 40210",6,OPEN,38.2405238,-85.79486082
5094974,7/20/2018 14:39,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1155 LINCOLN AVE , LOUISVILLE, KY, 40208",6,OPEN,38.21412015,-85.77542212
5094975,7/20/2018 14:40,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," BARDSTOWN RD , LOUISVILLE, KY, 40291",22,CLOSED,38.14705225,-85.5858626
5094979,7/20/2018 14:43,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - TRAFFIC ENG," BARBOUR LN ,  , KY, 40059",16,OPEN,38.31835549,-85.61761839
